PLAYER_ID,name,team,height,weight,age,ppg,ts_pct,on_ball_def_fg_pct,blk,reb,ast,tov,off_rating,stl,def_rating,combine_max_vertical,combine_lane_agility,charges_drawn,loose_balls_recovered,box_outs
201587,Nicolas Batum,LAC,80,230,36.0,4.0,0.633,0.396,0.5,2.8,1.1,0.4,110.5,0.7,104.7,,,0.01,0.26,0.42
203999,Nikola Jokić,DEN,83,284,30.0,29.6,0.663,0.49,0.6,12.7,10.2,3.3,125.6,1.8,115.1,,,0.0,0.56,2.51
1631107,Nikola Jović,MIA,82,205,22.0,10.7,0.595,0.436,0.3,3.9,2.8,1.3,109.6,0.8,110.7,,,0.0,0.41,0.57
202696,Nikola Vučević,CHI,82,260,34.0,18.5,0.611,0.475,0.7,10.1,3.5,1.6,113.6,0.8,116.0,25.0,12.02,0.0,0.33,2.14
1641730,Noah Clowney,BKN,81,210,20.0,9.1,0.516,0.461,0.5,3.9,0.9,1.0,103.0,0.5,115.2,,,0.13,0.33,0.78
1626181,Norman Powell,LAC,76,215,32.0,21.8,0.615,0.494,0.2,3.2,2.1,1.8,116.2,1.2,107.4,40.5,10.69,0.0,0.43,0.48
1628384,OG Anunoby,NYK,79,240,27.0,18.0,0.591,0.449,0.9,4.8,2.2,1.4,117.7,1.5,112.3,,,0.04,0.7,0.88
1630167,Obi Toppin,IND,81,220,27.0,10.5,0.642,0.499,0.4,4.0,1.6,0.9,113.6,0.6,116.1,,,0.0,0.3,0.65
1630534,Ochai Agbaji,TOR,77,215,25.0,10.4,0.601,0.437,0.5,3.8,1.5,0.8,106.4,0.9,112.2,39.0,10.77,0.0,0.41,0.36
1641765,Olivier-Maxence Prosper,DAL,79,230,22.0,3.9,0.484,0.446,0.1,2.4,0.8,0.3,101.8,0.5,109.5,40.5,10.59,0.0,0.37,0.6
1630168,Onyeka Okongwu,ATL,82,240,24.0,13.4,0.634,0.503,0.9,8.9,2.3,1.2,114.9,0.9,113.7,,,0.0,0.58,1.55
1631115,Orlando Robinson,TOR,82,235,24.0,6.9,0.519,0.443,0.4,5.0,1.8,1.1,104.5,0.4,109.2,27.5,11.4,0.0,0.44,1.07
1631131,Oscar Tshiebwe,UTA,80,255,25.0,7.6,0.64,0.514,0.1,8.7,0.6,0.7,113.4,0.9,115.8,32.5,12.26,0.07,0.64,1.5
1629052,Oshae Brissett,PHI,79,210,27.0,8.7,0.576,0.542,0.5,3.7,0.7,1.3,113.6,0.7,124.3,37.5,11.3,0.33,0.17,1.0
1642345,Oso Ighodaro,PHX,84,235,22.0,4.2,0.61,0.463,0.5,3.6,1.2,0.6,109.4,0.5,110.0,39.5,11.25,0.0,0.33,0.64
1631172,Ousmane Dieng,OKC,81,185,22.0,3.8,0.538,0.426,0.2,2.2,0.8,0.5,104.3,0.5,99.2,,,0.0,0.31,0.44
200782,P.J. Tucker,NYK,77,245,40.0,3.0,0.643,0.636,0.3,2.7,0.0,0.3,106.1,0.3,127.4,,,0.0,0.0,1.5
1629023,P.J. Washington,DAL,78,230,26.0,14.7,0.556,0.504,1.1,7.8,2.3,2.1,114.2,1.1,113.2,34.0,11.39,0.0,0.67,0.74
1628408,PJ Dozier,MIN,78,205,28.0,0.8,0.621,0.444,0.0,0.6,0.6,0.1,98.8,0.1,107.8,39.0,10.84,0.0,0.0,0.2
1641790,PJ Hall,DEN,82,245,23.0,1.7,0.641,0.25,0.2,1.2,0.2,0.1,91.9,0.0,91.3,39.5,11.76,0.0,0.14,0.43
1642359,Pacôme Dadiet,NYK,80,210,19.0,1.7,0.446,0.511,0.1,1.0,0.3,0.2,103.8,0.2,113.0,36.0,11.84,0.0,0.23,0.15
1631094,Paolo Banchero,ORL,82,250,22.0,25.9,0.551,0.446,0.6,7.5,4.8,3.0,109.1,0.8,109.6,,,0.02,0.54,0.63
1627783,Pascal Siakam,IND,80,245,31.0,20.2,0.599,0.464,0.5,6.9,3.4,1.4,114.5,0.9,108.9,36.5,11.25,0.0,0.83,1.19
1626192,Pat Connaughton,MIL,77,209,32.0,5.3,0.567,0.494,0.3,2.7,1.7,0.6,111.7,0.2,114.6,44.0,10.58,0.0,0.28,0.21
1630311,Pat Spencer,GSW,75,205,28.0,2.5,0.455,0.53,0.1,1.2,1.2,0.5,105.0,0.4,107.8,,,0.0,0.16,0.08
1631116,Patrick Baldwin Jr.,LAC,81,220,22.0,2.2,0.721,0.483,0.1,1.0,0.1,0.2,114.6,0.1,102.1,26.5,12.25,0.0,0.0,0.21
1630172,Patrick Williams,CHI,79,215,23.0,9.0,0.512,0.515,0.5,3.8,2.0,1.4,108.7,0.8,113.5,,,0.0,0.4,0.92
201988,Patty Mills,LAC,74,180,36.0,3.8,0.543,0.47,0.1,0.8,0.9,0.6,104.6,0.4,108.0,33.0,10.87,0.16,0.32,0.24
202331,Paul George,PHI,80,220,35.0,16.2,0.543,0.462,0.5,5.3,4.3,2.6,108.3,1.8,112.2,,,0.05,1.24,0.66
1630194,Paul Reed,DET,81,210,26.0,4.1,0.573,0.483,0.6,2.7,1.0,0.6,111.3,0.9,105.7,37.5,12.29,0.02,0.32,0.5
1630202,Payton Pritchard,BOS,73,195,27.0,14.3,0.633,0.443,0.2,3.8,3.5,1.0,118.4,0.9,108.9,,,0.03,0.75,0.44
1641796,Pelle Larsson,MIA,77,215,24.0,4.6,0.546,0.481,0.1,1.7,1.2,0.4,111.1,0.6,108.7,38.0,11.15,0.04,0.36,0.57
1631250,Pete Nance,MIL,82,225,25.0,2.9,0.578,0.553,0.2,1.6,0.8,0.3,107.8,0.2,114.8,,,0.0,0.1,1.2
1631212,Peyton Watson,DEN,79,200,22.0,8.1,0.564,0.44,1.4,3.4,1.4,0.8,113.9,0.7,113.9,33.5,11.03,0.01,0.51,0.26
1630762,Phillip Wheeler,PHI,80,185,23.0,1.6,0.183,0.467,0.4,1.6,0.4,0.2,110.0,0.2,96.6,,,0.0,0.0,0.0
1630173,Precious Achiuwa,NYK,80,243,25.0,6.6,0.53,0.479,0.7,5.6,1.0,0.8,110.2,0.8,111.4,,,0.0,0.45,1.05
1629656,Quentin Grimes,PHI,76,210,25.0,14.6,0.595,0.454,0.3,4.3,3.0,1.9,111.9,1.0,118.1,38.5,11.09,0.03,0.73,0.31
1631245,Quenton Jackson,IND,77,173,26.0,5.8,0.58,0.518,0.2,1.6,1.9,0.6,110.9,0.8,110.1,,,0.0,0.41,0.14
1642439,Quincy Olivari,LAL,75,200,24.0,1.5,0.3,0.667,0.0,0.0,0.5,0.5,68.2,0.0,150.0,,,0.0,0.0,0.0
1642366,Quinten Post,GSW,84,238,25.0,8.1,0.595,0.457,0.4,3.5,1.3,0.8,111.5,0.4,109.1,27.0,11.48,0.0,0.26,0.98
1629628,RJ Barrett,TOR,78,214,25.0,21.1,0.547,0.482,0.3,6.3,5.4,2.9,110.1,0.8,113.4,,,0.05,0.59,0.5
1642484,RayJ Dennis,IND,74,180,24.0,2.7,0.443,0.531,0.2,1.1,1.3,0.5,113.5,0.6,86.3,,,0.0,0.67,0.17
1641712,Rayan Rupert,POR,78,195,21.0,3.0,0.499,0.389,0.1,1.3,0.5,0.6,100.6,0.3,109.8,32.5,11.18,0.05,0.16,0.21
1641736,Reece Beekman,BKN,75,190,23.0,2.6,0.4,0.486,0.1,1.1,1.8,0.6,98.5,0.9,110.4,36.5,10.86,0.0,0.28,0.19
1642263,Reed Sheppard,HOU,74,185,21.0,4.4,0.465,0.469,0.3,1.5,1.4,0.7,108.5,0.7,111.1,42.0,10.96,0.0,0.24,0.1
202704,Reggie Jackson,PHI,74,208,35.0,4.4,0.496,0.516,0.1,1.4,1.5,0.5,108.3,0.5,111.8,,,0.04,0.25,0.07
1626158,Richaun Holmes,WAS,81,235,31.0,7.4,0.695,0.456,0.7,5.7,1.4,0.7,110.2,0.3,114.5,36.0,11.24,0.0,0.37,0.97
1641741,Ricky Council IV,PHI,78,207,23.0,7.3,0.502,0.462,0.2,2.9,1.3,0.7,109.9,0.4,116.0,37.0,11.2,0.02,0.32,0.24
1642434,Riley Minix,SAS,79,230,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,93.3,0.0,93.3,,,0.0,0.0,0.0
1642265,Rob Dillingham,MIN,75,175,20.0,4.5,0.503,0.432,0.0,1.0,2.0,1.1,112.3,0.4,111.1,,,0.0,0.28,0.06
1629057,Robert Williams III,POR,81,249,27.0,5.8,0.679,0.355,1.7,5.9,1.1,0.9,106.3,0.7,108.3,,,0.0,0.32,0.68
1631199,Ron Harper Jr.,DET,76,233,25.0,4.0,0.225,0.0,0.0,7.0,2.0,0.0,120.6,0.0,116.7,30.5,11.41,0.0,0.0,0.0
1641842,Ronald Holland II,DET,80,206,19.0,6.4,0.556,0.469,0.2,2.7,1.0,0.9,109.8,0.6,110.9,38.0,11.1,0.0,0.5,0.08
1626220,Royce O'Neale,PHX,78,226,32.0,9.1,0.585,0.47,0.4,4.7,2.2,0.9,112.1,0.9,116.4,,,0.0,0.47,0.47
203497,Rudy Gobert,MIN,85,258,33.0,12.0,0.687,0.458,1.4,10.9,1.8,1.2,114.3,0.8,107.6,29.0,12.85,0.01,0.35,2.07
1629060,Rui Hachimura,LAL,80,230,27.0,13.1,0.619,0.456,0.4,5.0,1.4,0.8,114.8,0.8,110.9,,,0.02,0.44,1.2
201566,Russell Westbrook,DEN,76,200,36.0,13.3,0.532,0.463,0.5,4.9,6.1,3.2,115.7,1.4,116.2,36.5,10.98,0.04,0.65,0.27
1642346,Ryan Dunn,PHX,80,216,22.0,6.9,0.517,0.446,0.5,3.6,0.8,0.5,110.4,0.6,115.1,38.5,10.99,0.0,0.42,0.21
1631157,Ryan Rollins,MIL,75,180,22.0,6.2,0.6,0.436,0.3,1.9,1.9,0.9,114.0,0.8,108.6,36.5,11.26,0.0,0.4,0.16
1630573,Sam Hauser,BOS,79,217,27.0,8.5,0.632,0.502,0.2,3.2,0.9,0.3,119.8,0.6,109.8,34.5,11.14,0.01,0.41,0.53
1630241,Sam Merrill,CLE,76,205,29.0,7.2,0.583,0.435,0.2,2.2,1.5,0.5,117.4,0.7,107.1,,,0.13,0.27,0.2
1630572,Sandro Mamukelashvili,SAS,81,240,26.0,6.3,0.628,0.481,0.3,3.1,0.8,0.4,111.6,0.4,112.9,36.5,11.63,0.0,0.43,0.61
1630583,Santi Aldama,MEM,84,215,24.0,12.5,0.588,0.451,0.4,6.4,2.9,1.1,116.1,0.8,112.6,,,0.02,0.45,0.55
1630703,Scoot Henderson,POR,75,206,21.0,12.7,0.54,0.499,0.2,3.0,5.1,2.7,112.5,1.0,113.7,,,0.0,0.76,0.24
1630567,Scottie Barnes,TOR,79,237,23.0,19.3,0.523,0.457,1.0,7.7,5.8,2.8,107.4,1.4,110.1,39.5,10.88,0.0,0.78,1.06
1630590,Scotty Pippen Jr.,MEM,73,170,24.0,9.9,0.582,0.457,0.4,3.3,4.4,1.7,111.0,1.3,109.7,37.5,11.07,0.06,0.7,0.19
203552,Seth Curry,CHA,73,185,34.0,6.5,0.616,0.486,0.1,1.7,0.9,0.5,106.2,0.4,114.1,,,0.03,0.4,0.28
1631101,Shaedon Sharpe,POR,77,208,22.0,18.5,0.551,0.49,0.2,4.5,2.8,2.1,111.4,0.9,114.4,,,0.03,0.5,0.35
1628983,Shai Gilgeous-Alexander,OKC,78,195,26.0,32.7,0.637,0.441,1.0,5.0,6.4,2.4,122.4,1.7,105.7,,,0.01,0.95,0.53
1629003,Shake Milton,LAL,77,205,28.0,5.5,0.563,0.513,0.1,1.8,1.8,0.7,106.2,0.4,113.1,33.0,11.07,0.09,0.24,0.13
1631321,Sidy Cissoko,POR,78,200,21.0,1.5,0.471,0.607,0.0,1.0,0.7,0.5,91.2,0.1,89.0,35.5,11.24,0.0,0.57,0.14
1631323,Simone Fontecchio,DET,79,209,29.0,5.9,0.544,0.487,0.2,2.9,0.9,0.7,110.7,0.4,109.5,,,0.01,0.35,0.69
1627746,Skal Labissiere,SAC,82,235,29.0,1.3,0.625,1.0,0.0,0.8,0.3,0.0,114.8,0.0,128.0,,,0.0,0.5,0.5
203915,Spencer Dinwiddie,DAL,77,215,32.0,11.0,0.553,0.47,0.2,2.6,4.4,1.3,110.1,0.9,115.1,,,0.0,0.38,0.41
1642461,Spencer Jones,DEN,79,225,24.0,1.3,0.368,0.303,0.3,0.9,0.3,0.3,89.4,0.3,107.4,,,0.0,0.31,0.69
1630649,Stanley Umude,MIL,78,210,26.0,0.7,0.27,0.486,0.3,0.8,0.2,0.1,85.6,0.1,95.8,,,0.0,0.18,0.0
201939,Stephen Curry,GSW,74,185,37.0,24.5,0.618,0.451,0.4,4.4,6.0,2.9,118.4,1.1,112.7,35.5,11.07,0.09,0.7,0.31
1642264,Stephon Castle,SAS,78,215,20.0,14.7,0.522,0.478,0.3,3.7,4.1,2.2,111.8,0.9,116.6,37.0,10.93,0.0,0.68,0.08
203500,Steven Adams,HOU,83,265,31.0,3.9,0.541,0.482,0.5,5.6,1.1,0.9,115.3,0.4,105.9,33.0,11.85,0.0,0.54,2.16
1629004,Svi Mykhailiuk,UTA,79,205,28.0,8.8,0.526,0.509,0.2,2.4,2.0,1.4,110.3,0.5,117.7,37.0,11.25,0.0,0.42,0.06
204456,T.J. McConnell,IND,73,190,33.0,9.1,0.547,0.448,0.3,2.4,4.4,1.4,111.1,1.1,113.8,31.5,10.95,0.1,0.55,0.05
201959,Taj Gibson,CHA,81,232,40.0,2.9,0.515,0.364,0.5,3.2,0.6,0.7,96.6,0.2,110.4,30.0,11.56,0.03,0.31,1.26
1629659,Talen Horton-Tucker,CHI,76,234,24.0,6.5,0.567,0.425,0.2,1.7,1.4,0.7,111.4,0.4,109.8,34.5,11.34,0.04,0.18,0.34
1631106,Tari Eason,HOU,80,215,24.0,12.0,0.567,0.442,0.9,6.4,1.5,1.1,114.8,1.7,109.2,,,0.0,0.96,0.74
1627752,Taurean Prince,MIL,78,218,31.0,8.2,0.613,0.473,0.2,3.6,1.9,1.0,114.0,1.0,114.5,36.0,10.96,0.05,0.29,0.41
1641707,Taylor Hendricks,UTA,81,215,21.0,4.7,0.354,0.417,1.3,5.0,0.7,0.7,95.7,1.7,109.2,36.0,11.27,0.0,0.67,0.0
1631386,Taze Moore,POR,77,195,27.0,3.0,0.276,0.143,0.0,4.0,0.5,1.0,58.7,1.0,77.3,,,0.0,0.0,1.0
1629611,Terance Mann,ATL,77,215,28.0,7.7,0.584,0.46,0.2,3.0,1.8,0.7,112.9,0.7,115.2,38.5,11.51,0.0,0.28,0.36
1629056,Terence Davis,SAC,76,201,28.0,0.0,0.0,0.4,0.0,1.0,1.0,0.0,86.7,0.0,106.7,34.0,10.69,0.0,0.0,0.0
1630545,Terrence Shannon Jr.,MIN,78,215,24.0,4.3,0.56,0.485,0.2,1.5,1.0,0.5,107.8,0.2,107.0,37.5,10.36,0.0,0.3,0.33
1626179,Terry Rozier,MIA,73,190,31.0,10.6,0.497,0.488,0.2,3.7,2.6,1.2,107.3,0.6,112.3,38.0,10.84,0.03,0.6,0.18
1630678,Terry Taylor,SAC,76,230,25.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,135.7,0.0,71.4,,,,,
1628418,Thomas Bryant,IND,82,248,27.0,6.5,0.614,0.492,0.6,3.8,0.8,0.5,109.9,0.4,113.4,33.0,11.42,0.02,0.2,1.22
1642275,Tidjane Salaün,CHA,80,207,19.0,5.9,0.457,0.463,0.2,4.7,1.2,1.0,99.4,0.5,111.2,32.0,11.45,0.07,0.33,0.5
203501,Tim Hardaway Jr.,DET,77,205,33.0,11.0,0.567,0.473,0.1,2.4,1.6,0.6,113.8,0.5,114.2,37.5,10.68,0.24,0.42,0.32
202699,Tobias Harris,DET,80,226,32.0,13.7,0.571,0.474,0.8,5.9,2.2,1.2,114.7,1.0,110.8,37.5,10.96,0.0,0.51,1.08
1642449,Tolu Smith,DET,83,,24.0,14.0,0.678,0.471,0.0,8.0,0.0,2.0,117.4,0.0,104.4,,,0.0,0.0,3.0
1628396,Tony Bradley,IND,83,248,27.0,4.4,0.64,0.417,0.6,3.0,0.4,0.4,112.6,0.1,93.6,27.5,11.79,0.0,0.18,1.0
1628470,Torrey Craig,BOS,77,221,34.0,4.2,0.567,0.404,0.5,2.8,0.7,0.3,104.9,0.3,109.8,,,0.04,0.4,0.32
1641787,Tosan Evbuomwan,BKN,79,217,24.0,9.5,0.53,0.459,0.4,4.3,2.0,1.4,103.4,0.9,108.4,,,0.07,0.46,0.43
1641739,Toumani Camara,POR,79,229,25.0,11.3,0.572,0.491,0.6,5.8,2.2,1.4,111.5,1.5,113.3,33.0,10.7,0.4,0.74,1.03
1629027,Trae Young,ATL,73,164,26.0,24.2,0.567,0.482,0.2,3.1,11.6,4.7,115.2,1.2,114.6,,,0.07,0.64,0.16
1631218,Trayce Jackson-Davis,GSW,81,245,25.0,6.6,0.587,0.481,0.6,5.0,1.7,0.7,107.8,0.4,111.3,36.5,11.8,0.0,0.38,1.19
1630200,Tre Jones,CHI,73,185,25.0,7.2,0.617,0.497,0.2,2.5,4.2,0.8,112.0,0.8,113.5,,,0.07,0.33,0.19
1630544,Tre Mann,CHA,75,178,24.0,14.1,0.537,0.437,0.3,2.9,3.0,1.9,107.0,0.5,114.4,,,0.0,0.54,0.0
1630570,Trendon Watford,BKN,80,237,24.0,10.2,0.557,0.456,0.3,3.6,2.6,1.9,105.1,0.6,109.4,35.0,11.69,0.07,0.51,0.42
1642280,Trentyn Flowers,LAC,81,185,20.0,1.8,0.446,0.5,0.0,0.7,0.0,0.2,88.5,0.0,101.7,42.0,11.01,0.0,0.0,0.0
1630243,Trevelin Queen,ORL,77,190,28.0,4.9,0.486,0.494,0.3,1.7,1.2,0.7,101.9,1.0,111.1,,,0.0,0.48,0.16
1641725,Trey Alexander,DEN,76,185,22.0,1.3,0.374,0.459,0.0,0.5,0.5,0.2,94.2,0.1,105.1,32.0,11.37,0.0,0.14,0.07
1641998,Trey Jemison III,LAL,83,270,25.0,2.5,0.537,0.455,0.4,2.8,0.4,0.6,105.6,0.2,107.8,,,0.0,0.32,0.91
1626168,Trey Lyles,SAC,81,234,29.0,6.5,0.551,0.489,0.3,4.6,1.2,0.6,111.8,0.6,113.8,,,0.14,0.41,0.83
1630530,Trey Murphy III,NOP,80,206,25.0,21.2,0.598,0.515,0.7,5.1,3.5,1.9,109.0,1.1,118.7,38.0,11.65,0.0,0.57,0.36
202684,Tristan Thompson,CLE,81,254,34.0,1.7,0.41,0.427,0.3,3.4,0.6,0.4,97.2,0.1,109.8,35.0,10.92,0.0,0.14,0.59
1641774,Tristan Vukcevic,WAS,84,220,22.0,9.4,0.608,0.517,0.7,3.7,1.1,1.2,102.6,0.3,114.3,30.5,11.71,0.13,0.16,0.65
1641783,Tristan da Silva,ORL,80,217,24.0,7.2,0.522,0.455,0.2,3.3,1.5,0.8,106.1,0.4,110.3,35.5,10.81,0.0,0.38,0.69
1641803,Tristen Newton,MIN,77,190,24.0,0.4,0.178,0.375,0.0,0.5,0.3,0.3,83.3,0.1,97.6,32.5,10.96,0.0,0.0,0.0
1629660,Ty Jerome,CLE,77,195,27.0,12.5,0.643,0.495,0.0,2.5,3.4,1.3,120.3,1.1,110.4,31.5,11.21,0.0,0.36,0.16
1631102,TyTy Washington Jr.,PHX,75,195,23.0,2.2,0.367,0.353,0.0,0.8,1.0,0.2,109.2,0.2,105.7,,,0.0,0.71,0.71
1629639,Tyler Herro,MIA,77,195,25.0,23.9,0.605,0.485,0.2,5.2,5.5,2.6,113.9,0.9,112.6,,,0.0,0.66,0.35
1642278,Tyler Kolek,NYK,75,195,24.0,2.0,0.453,0.515,0.1,0.7,1.7,0.4,104.1,0.3,104.4,34.0,10.97,0.05,0.18,0.14
1641890,Tyler Smith,MIL,81,224,20.0,2.9,0.626,0.364,0.2,1.1,0.2,0.3,103.4,0.1,96.3,38.0,10.74,0.07,0.21,0.14
1630169,Tyrese Haliburton,IND,77,185,25.0,18.6,0.616,0.471,0.7,3.5,9.2,1.6,117.7,1.4,114.2,,,0.0,0.68,0.21
1631213,Tyrese Martin,BKN,78,215,26.0,8.7,0.533,0.5,0.2,3.7,2.0,1.2,103.2,0.6,113.4,,,0.0,0.45,0.31
1630178,Tyrese Maxey,PHI,74,200,24.0,26.3,0.562,0.454,0.4,3.3,6.1,2.4,113.8,1.8,117.4,,,0.02,0.67,0.31
1630623,Tyson Etienne,BKN,74,200,25.0,7.9,0.488,0.541,0.1,1.3,1.7,1.1,98.8,0.4,119.3,,,0.0,0.14,0.43
1626145,Tyus Jones,PHX,73,196,29.0,10.2,0.585,0.478,0.1,2.4,5.3,1.1,113.6,0.9,116.1,32.5,11.84,0.0,0.38,0.15
1642279,Ulrich Chomche,TOR,83,235,19.0,0.7,0.425,0.789,0.1,1.1,0.3,0.3,96.9,0.0,140.3,35.5,11.74,0.0,0.17,0.67
203995,Vasilije Micic,PHX,75,188,31.0,6.6,0.462,0.462,0.0,2.2,3.1,1.9,102.2,0.4,109.4,,,0.03,0.38,0.28
1641705,Victor Wembanyama,SAS,87,235,21.0,24.3,0.594,0.427,3.8,11.0,3.7,3.2,112.5,1.1,110.0,,,0.17,0.67,0.65
1631246,Vince Williams Jr.,MEM,76,205,24.0,6.6,0.504,0.536,0.3,3.6,2.0,1.2,117.4,0.4,116.2,,,0.04,0.28,0.2
1628427,Vlatko Cancar,DEN,80,236,28.0,1.8,0.462,0.383,0.2,2.5,0.7,0.8,93.5,0.2,100.3,,,0.0,0.0,0.56
1630249,Vít Krejčí,ATL,80,195,25.0,7.2,0.661,0.47,0.5,2.7,2.6,0.9,109.7,0.6,111.6,,,0.02,0.39,0.24
1631117,Walker Kessler,UTA,84,245,23.0,11.1,0.66,0.439,2.4,12.2,1.7,1.5,109.2,0.6,118.3,,,0.0,0.69,2.57
1628976,Wendell Carter Jr.,ORL,82,270,26.0,9.1,0.544,0.462,0.6,7.2,2.0,1.1,107.8,0.8,107.8,,,0.03,0.47,1.79
1631111,Wendell Moore Jr.,CHA,77,215,23.0,4.2,0.553,0.5,0.1,2.6,1.2,0.8,99.6,0.6,112.0,38.5,10.94,0.0,0.23,0.17
1630214,Xavier Tillman,BOS,79,245,26.0,1.0,0.31,0.527,0.2,1.3,0.2,0.4,106.6,0.3,108.9,32.5,11.8,0.0,0.2,0.24
1642530,Yuki Kawamura,MEM,68,159,24.0,1.6,0.53,0.625,0.0,0.5,0.9,0.2,114.6,0.1,102.5,,,0.0,0.1,0.0
1641879,Yuri Collins,GSW,72,190,24.0,1.0,0.333,0.75,0.0,1.5,2.0,0.0,94.4,1.0,111.4,,,0.0,1.0,0.0
1642274,Yves Missi,NOP,83,235,21.0,9.1,0.572,0.525,1.3,8.2,1.4,1.1,107.8,0.5,120.5,38.5,11.45,0.0,0.6,1.45
1642258,Zaccharie Risacher,ATL,80,200,20.0,12.6,0.558,0.496,0.5,3.6,1.2,1.2,112.3,0.7,115.0,31.0,11.51,0.0,0.4,0.27
1628380,Zach Collins,CHI,83,250,27.0,6.4,0.605,0.442,0.5,4.5,1.7,0.9,109.4,0.5,109.9,,,0.03,0.32,1.11
1641744,Zach Edey,MEM,88,305,23.0,9.2,0.624,0.471,1.3,8.3,1.0,1.3,116.8,0.5,111.5,31.5,11.19,0.0,0.62,2.69
203897,Zach LaVine,SAC,77,200,30.0,23.3,0.639,0.453,0.2,4.3,4.2,2.8,115.4,0.8,116.8,41.5,10.42,0.01,0.46,0.12
1630192,Zeke Nnaji,DEN,81,240,24.0,3.2,0.574,0.426,0.7,1.6,0.4,0.2,107.3,0.4,108.9,38.0,10.94,0.02,0.22,0.45
1630533,Ziaire Williams,BKN,81,185,23.0,10.0,0.55,0.475,0.4,4.6,1.3,1.1,106.5,1.0,116.2,39.5,10.69,0.0,0.4,0.35
1629627,Zion Williamson,NOP,78,284,24.0,24.6,0.6,0.431,0.9,7.2,5.3,3.0,113.7,1.2,115.5,,,0.0,1.07,0.63
1642389,Zyon Pullin,MEM,76,206,24.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,83.3,0.0,66.7,,,0.0,0.0,0.0
