name,team,pctile_min,pctile_ppg,pctile_fg2_pct,pctile_interior_def_fg_pct,pctile_blk,pctile_reb,pctile_ast_minus_tov,pctile_net_off_rating,pctile_fg3m,pctile_perimeter_def_fg_pct,pctile_net_def_rating,pctile_stl,pctile_avg_speed,pctile_loose_balls,pctile_charges,pctile_box_outs
Luguentz Dort,OKC,78.9,52.1,10.5,82.5,64.7,55.9,50.1,85.5,86.7,84.8,14.1,80.7,20.8,85.5,86.0,69.6
Luka Dončić,LAL,65.1,99.2,40.5,61.9,51.6,92.4,95.9,92.7,98.7,46.7,76.0,98.7,1.9,64.5,86.0,50.1
Luke Kennard,MEM,51.5,41.2,74.7,78.0,7.3,23.9,80.3,71.9,66.3,42.1,8.7,52.1,90.7,16.8,24.0,27.3
Luke Kornet,BOS,45.9,17.9,96.9,98.4,89.7,73.2,62.7,84.8,3.5,52.5,79.2,18.4,33.9,13.5,24.0,94.1
Malcolm Brogdon,WAS,4.5,66.7,13.6,0.5,22.4,49.3,83.5,65.2,25.1,2.4,49.9,18.4,33.9,41.1,24.0,44.9
Malik Beasley,DET,88.3,78.0,6.1,53.9,7.3,19.7,36.9,61.1,99.2,4.9,63.6,64.0,17.9,16.8,24.0,19.7
Malik Monk,SAC,78.1,80.3,49.1,44.9,74.1,49.3,90.5,84.8,81.3,18.7,39.6,64.0,58.4,78.9,66.7,31.5
Marcus Sasser,DET,19.5,24.1,62.5,72.9,7.3,1.2,66.9,22.3,38.9,98.7,86.9,29.5,54.9,33.1,24.0,5.2
Marcus Smart,WAS,12.0,42.5,7.5,88.4,38.4,10.9,71.2,33.3,55.7,73.2,84.7,80.7,16.8,84.0,94.0,50.1
Mark Williams,CHA,36.0,75.7,83.2,17.6,93.9,96.7,47.9,60.3,3.5,32.9,5.3,40.9,24.0,77.5,24.0,93.1
Mason Plumlee,PHX,43.2,9.3,94.1,41.2,74.1,81.3,53.5,76.3,3.5,19.9,67.7,9.5,80.0,4.9,50.7,84.1
Matas Buzelis,CHI,53.1,37.3,59.2,92.4,86.3,41.7,8.7,34.4,48.5,46.7,68.3,9.5,85.5,25.2,50.7,46.0
Max Christie,DAL,81.1,48.4,15.7,42.9,51.6,36.0,42.7,94.7,56.5,92.8,70.1,52.1,54.9,13.5,24.0,40.5
Max Strus,CLE,42.4,46.5,89.3,26.1,22.4,59.1,79.2,51.6,84.3,28.5,28.5,18.4,97.3,84.0,86.0,52.3
Maxi Kleber,LAL,9.9,1.5,29.3,27.2,64.7,23.9,32.1,31.2,15.7,9.1,28.5,3.5,13.5,9.7,24.0,76.1
Micah Potter,UTA,13.6,8.1,98.4,75.5,51.6,59.1,5.2,37.9,30.9,86.7,72.8,9.5,60.3,7.2,66.7,79.6
Michael Porter Jr.,DEN,95.2,82.4,85.6,33.2,64.7,86.5,40.1,93.6,89.6,38.4,10.1,29.5,11.2,45.9,24.0,63.7
Mikal Bridges,NYK,100.0,81.2,80.1,55.9,64.7,33.3,79.2,95.7,77.6,67.1,18.5,64.0,52.9,89.1,24.0,40.5
Mike Conley,MIN,64.0,34.9,0.8,55.9,22.4,19.7,92.0,68.5,70.9,37.1,55.3,80.7,62.7,41.1,89.7,35.7
Miles Bridges,CHA,77.1,87.5,31.5,82.5,79.7,88.8,74.0,85.9,83.2,94.7,62.7,40.9,31.3,57.2,66.7,75.7
Miles McBride,NYK,57.1,47.7,15.5,72.9,38.4,18.1,81.5,57.7,71.2,49.3,82.3,73.9,65.1,66.9,66.7,54.9
Monte Morris,PHX,5.1,12.9,8.3,55.9,7.3,4.8,59.3,25.9,26.7,82.4,98.4,9.5,44.1,3.9,24.0,19.7
Moritz Wagner,ORL,4.8,67.2,94.7,46.3,51.6,68.0,1.6,30.4,34.1,85.7,66.4,52.1,42.3,30.7,96.3,84.1
Moses Moody,GSW,58.7,49.2,36.3,37.9,51.6,19.7,32.1,56.7,65.1,18.7,56.4,52.1,36.4,64.5,81.5,47.9
Mouhamed Gueye,ATL,2.9,17.9,81.1,91.3,89.7,57.2,17.7,51.1,24.3,76.3,98.9,52.1,96.9,23.6,66.7,68.7
Moussa Diabaté,CHA,40.0,15.9,90.9,55.9,74.1,82.5,2.7,66.3,3.5,65.6,89.3,29.5,60.3,62.3,24.0,91.1
Myles Turner,IND,84.0,76.5,57.5,87.3,98.9,84.1,1.9,83.6,82.7,44.9,53.9,52.1,31.3,21.6,24.0,93.6
Naji Marshall,DAL,72.8,68.5,84.0,41.2,22.4,66.3,66.9,37.1,33.6,77.7,25.3,73.9,24.0,75.1,50.7,62.8
Naz Reid,MIN,84.3,71.7,53.1,72.0,86.3,80.1,47.9,80.5,83.7,83.7,56.0,40.9,22.1,64.5,78.1,80.8
Neemias Queta,BOS,22.1,11.9,92.3,86.1,79.7,49.3,8.7,38.4,3.5,51.6,57.7,3.5,15.9,0.9,24.0,81.7
Nic Claxton,BKN,71.2,54.0,74.0,65.3,96.0,88.1,56.4,12.3,8.8,12.7,12.5,64.0,35.3,38.4,66.7,84.5
Nick Richards,PHX,41.3,45.5,79.7,61.9,89.7,92.4,0.9,57.7,3.5,16.0,0.8,0.8,76.9,35.6,78.1,94.4
Nick Smith Jr.,CHA,47.2,50.1,7.1,6.8,7.3,10.9,53.5,13.5,66.7,27.5,23.2,3.5,88.0,43.6,58.1,11.3
Nickeil Alexander-Walker,MIN,78.7,46.5,45.9,53.9,51.6,33.3,70.4,67.7,64.8,58.0,60.7,29.5,85.5,55.2,73.2,61.3
Nicolas Batum,LAC,46.7,5.5,2.3,84.5,64.7,23.9,40.1,22.3,44.0,98.9,87.5,40.9,36.4,9.7,50.7,48.7
Nikola Jokić,DEN,94.4,99.5,87.7,17.6,74.1,99.5,99.6,100.0,76.3,69.3,29.6,98.7,2.9,66.9,24.0,97.9
Nikola Jović,MIA,35.5,56.7,60.1,59.6,38.4,52.3,69.3,32.0,64.5,86.4,53.9,52.1,56.9,38.4,24.0,62.0
Nikola Vučević,CHI,87.7,83.2,76.5,30.1,79.7,96.3,76.3,78.4,69.3,96.0,7.7,52.1,7.5,21.6,24.0,97.1
Noah Clowney,BKN,29.9,44.1,3.3,83.5,64.7,52.3,2.7,11.9,74.1,56.4,34.7,18.4,46.4,21.6,92.4,73.6
Norman Powell,LAC,74.7,90.7,42.7,1.3,22.4,33.3,17.7,87.3,94.1,22.1,67.1,85.7,15.9,43.6,24.0,54.9
OG Anunoby,NYK,97.9,81.7,61.3,42.9,86.3,66.3,46.0,82.3,85.1,38.4,35.6,94.4,5.6,86.7,73.2,77.1
Obi Toppin,IND,55.7,55.5,96.9,10.7,51.6,54.5,40.1,48.5,54.4,71.1,2.7,29.5,94.9,16.8,24.0,67.7
Ochai Agbaji,TOR,62.4,54.9,83.5,64.1,64.7,49.3,36.9,24.7,60.8,95.1,47.6,64.0,92.1,38.4,24.0,42.1
Olivier-Maxence Prosper,DAL,5.9,4.8,16.9,76.5,7.3,16.3,25.6,1.1,12.3,88.9,88.1,18.4,96.0,28.8,24.0,63.7
Onyeka Okongwu,ATL,78.4,69.1,92.5,19.6,86.3,94.4,57.3,85.5,24.5,36.1,37.6,64.0,27.7,69.7,24.0,91.5
Orlando Robinson,TOR,16.5,26.5,13.9,63.1,51.6,69.6,36.9,49.2,16.5,99.2,71.7,9.5,62.7,45.9,24.0,82.4
Oso Ighodaro,PHX,30.4,7.5,86.3,60.5,64.7,43.7,32.1,12.5,3.5,44.9,97.3,18.4,38.4,21.6,24.0,66.7
P.J. Washington,DAL,67.7,74.1,21.9,52.9,92.3,90.3,10.9,77.2,61.1,6.5,57.7,80.7,31.3,82.0,24.0,72.4
Paolo Banchero,ORL,56.3,97.3,31.7,68.9,74.1,88.8,74.0,61.1,73.6,77.7,22.3,52.1,14.0,64.5,58.1,65.7
Pascal Siakam,IND,93.6,87.1,71.5,68.9,64.7,86.1,77.2,73.9,61.9,47.9,93.3,64.0,33.9,94.9,24.0,85.3
Pat Connaughton,MIL,7.5,13.6,84.5,61.9,38.4,21.7,59.3,26.8,24.0,13.5,21.6,0.8,70.7,13.5,24.0,16.7
Patrick Williams,CHI,56.0,42.5,10.5,4.5,64.7,49.3,32.1,12.9,58.5,25.2,43.5,52.1,62.7,35.6,24.0,78.1
Paul George,PHI,44.5,77.3,26.5,47.2,64.7,73.2,72.1,30.4,85.6,34.7,92.7,98.7,14.5,100.0,78.1,68.7
Payton Pritchard,BOS,87.5,72.0,91.2,60.5,22.4,49.3,83.7,54.4,96.5,89.3,40.1,64.0,29.5,90.3,66.7,50.1
Pelle Larsson,MIA,17.6,10.5,26.5,0.8,7.3,6.9,42.7,41.6,22.4,34.7,75.1,29.5,88.9,27.2,73.2,62.0
Peyton Watson,DEN,58.9,34.3,47.3,86.7,96.0,39.1,28.9,9.9,27.7,64.3,43.5,40.9,54.9,59.2,50.7,25.5
Precious Achiuwa,NYK,35.7,24.1,43.1,33.2,79.7,75.3,12.5,5.6,10.4,21.5,57.7,52.1,33.9,47.9,24.0,81.7
Quentin Grimes,PHI,76.3,73.5,48.8,51.2,38.4,59.1,59.3,56.7,81.6,90.3,14.4,73.9,50.4,89.1,66.7,33.5
Quinten Post,GSW,12.8,34.3,54.3,79.9,51.6,41.7,25.6,34.0,68.5,84.8,62.7,9.5,78.5,9.7,24.0,80.0
RJ Barrett,TOR,69.9,89.2,41.6,65.3,38.4,82.9,84.0,76.8,73.1,26.3,27.2,52.1,67.5,71.1,78.1,56.7
Reed Sheppard,HOU,10.7,8.5,1.1,57.5,38.4,4.8,36.9,8.4,34.4,72.3,28.5,40.9,85.5,7.2,24.0,3.7
Richaun Holmes,WAS,3.2,31.2,94.9,94.8,79.7,77.2,36.9,89.3,3.5,9.1,78.0,3.5,9.9,28.8,24.0,79.6
Ricky Council IV,PHI,40.8,30.4,14.5,49.7,22.4,26.4,32.1,49.7,29.1,40.7,50.4,9.5,62.7,19.6,58.1,21.9
Rob Dillingham,MIN,2.1,9.3,26.5,46.3,0.8,0.3,47.9,27.7,19.7,67.1,33.9,9.5,87.1,13.5,24.0,1.5
Ronald Holland II,DET,41.9,20.8,88.5,20.5,22.4,21.7,8.7,14.8,18.1,70.3,51.5,29.5,65.1,57.2,24.0,2.5
Royce O'Neale,PHX,68.0,44.1,15.2,35.2,51.6,64.5,66.0,36.5,87.5,51.6,41.2,64.0,35.3,50.8,24.0,53.7
Rudy Gobert,MIN,90.7,62.5,95.5,93.2,96.0,97.9,32.1,46.8,3.5,85.7,83.1,52.1,31.3,25.2,50.7,96.8
Rui Hachimura,LAL,70.1,68.1,79.2,47.2,51.6,69.6,28.9,67.7,66.9,69.3,77.5,52.1,40.5,45.9,58.1,85.9
Russell Westbrook,DEN,79.5,68.8,35.3,6.0,64.7,68.0,86.1,21.3,51.2,73.9,9.5,92.4,6.5,78.9,73.2,27.3
Ryan Dunn,PHX,48.5,26.5,84.3,74.4,64.7,43.7,17.7,22.8,43.5,62.1,60.7,29.5,90.7,41.1,24.0,16.7
Ryan Rollins,MIL,19.7,19.1,60.1,77.3,38.4,8.7,53.5,42.4,32.8,55.2,83.1,52.1,89.7,35.6,24.0,8.5
Sam Hauser,BOS,54.9,36.8,92.0,41.2,22.4,33.3,32.1,75.5,85.9,37.1,32.0,29.5,83.6,38.4,50.7,58.8
Sam Merrill,CLE,48.3,29.3,89.3,78.0,22.4,12.5,53.5,24.7,75.5,37.1,88.1,40.9,76.9,11.7,92.4,15.1
Sandro Mamukelashvili,SAS,12.3,19.7,93.9,22.0,38.4,31.5,20.7,37.5,36.5,78.7,74.4,9.5,88.0,43.6,24.0,64.8
Santi Aldama,MEM,60.0,65.5,82.1,64.1,51.6,83.3,74.0,53.7,71.7,89.6,23.7,52.1,94.9,47.9,58.1,60.7
Scoot Henderson,POR,64.8,66.7,7.7,15.1,22.4,29.3,82.3,86.4,60.5,55.2,28.5,73.9,73.5,90.8,24.0,21.9
Scottie Barnes,TOR,81.3,86.3,30.1,85.1,89.7,89.5,87.9,39.2,46.4,64.3,80.1,92.4,56.9,92.8,24.0,82.1
Scotty Pippen Jr.,MEM,60.5,50.1,44.5,49.7,51.6,36.0,85.1,6.5,43.1,29.6,68.8,89.7,97.6,86.7,81.5,13.3
Seth Curry,CHA,31.2,22.5,39.9,10.7,7.3,6.9,20.7,55.5,49.9,46.7,53.9,9.5,33.9,35.6,66.7,29.7
Shaedon Sharpe,POR,86.7,83.2,65.3,28.3,22.4,61.9,34.9,79.7,78.4,36.1,12.1,64.0,48.1,57.2,66.7,40.5
Shai Gilgeous-Alexander,OKC,95.5,100.0,69.5,60.5,89.7,69.6,95.2,99.2,80.8,65.6,45.9,97.5,9.9,98.7,50.7,58.8
Shake Milton,LAL,20.8,15.1,26.5,7.7,7.3,7.9,59.3,3.2,26.4,2.1,31.5,9.5,27.7,7.2,88.1,5.9
Simone Fontecchio,DET,39.5,16.9,26.5,25.2,22.4,26.4,14.8,22.8,38.3,32.9,70.1,9.5,89.7,25.2,50.7,70.1
Spencer Dinwiddie,DAL,81.6,58.3,21.1,49.7,22.4,19.7,90.1,19.2,54.1,13.5,13.7,64.0,3.3,30.7,24.0,47.9
Stephen Curry,GSW,86.9,95.5,53.3,74.4,51.6,60.5,89.6,99.5,100.0,21.5,1.7,80.7,44.1,86.7,88.1,33.5
Stephon Castle,SAS,82.9,74.1,22.1,21.5,38.4,46.3,75.7,48.5,46.7,79.7,11.6,64.0,38.4,84.0,24.0,2.5
Steven Adams,HOU,19.2,4.8,57.5,63.1,64.7,75.3,14.8,67.7,3.5,17.5,80.5,9.5,14.5,64.5,24.0,97.3
Svi Mykhailiuk,UTA,15.5,40.3,23.6,12.1,22.4,16.3,32.1,57.7,71.5,19.9,60.7,18.4,60.3,41.1,24.0,1.5
T.J. McConnell,IND,49.1,44.1,46.7,39.6,38.4,16.3,88.4,20.3,10.9,92.8,21.6,80.7,99.2,65.9,89.7,0.9
Talen Horton-Tucker,CHI,14.1,22.5,57.5,25.2,22.4,6.9,36.9,38.4,27.5,62.9,85.9,9.5,40.5,2.0,73.2,38.8
Tari Eason,HOU,49.6,62.5,63.7,58.9,86.3,83.3,20.7,66.9,41.7,69.3,39.6,97.5,36.4,98.9,24.0,72.4
Taurean Prince,MIL,83.2,34.9,23.6,40.3,22.4,43.7,47.9,57.7,72.3,78.7,3.7,73.9,15.9,15.1,78.1,47.9
Terance Mann,ATL,48.8,32.7,75.5,42.9,22.4,29.3,59.3,66.9,33.9,71.1,6.1,40.9,56.9,13.5,24.0,42.1
Terry Rozier,MIA,59.2,56.0,21.5,36.9,22.4,46.3,66.9,8.9,55.5,3.2,30.4,29.5,72.0,72.4,66.7,11.3
Thomas Bryant,IND,26.7,22.5,95.7,81.9,74.1,49.3,17.7,64.3,28.0,88.1,71.1,9.5,22.1,2.8,58.1,86.1
Tidjane Salaün,CHA,40.5,16.9,1.3,32.3,22.4,64.5,12.5,4.8,35.7,67.1,84.0,18.4,82.5,21.6,83.7,56.7
Tim Hardaway Jr.,DET,82.1,58.3,19.3,34.1,7.3,16.3,53.5,64.3,82.4,44.9,4.5,18.4,17.9,41.1,98.5,35.7
Tobias Harris,DET,90.1,69.9,58.7,52.4,83.5,79.3,56.4,72.8,50.4,11.7,56.9,73.9,24.0,59.2,24.0,82.8
Tosan Evbuomwan,BKN,11.5,47.7,21.5,84.5,51.6,59.1,32.1,31.2,33.1,38.4,95.6,64.0,73.5,49.3,83.7,49.2
Toumani Camara,POR,93.9,60.3,52.8,28.3,74.1,78.4,46.0,83.6,65.6,49.3,25.9,94.4,91.6,89.9,100.0,80.8
Trae Young,ATL,98.4,94.3,11.5,14.3,22.4,31.5,99.6,97.9,92.8,51.6,6.7,85.7,14.0,77.5,83.7,8.5
Trayce Jackson-Davis,GSW,26.9,24.1,69.5,58.1,74.1,69.6,53.5,8.0,3.5,58.0,30.4,9.5,65.1,30.7,24.0,85.3
Tre Jones,CHI,23.7,29.3,69.5,8.0,22.4,18.1,92.0,39.7,17.3,34.7,2.9,52.1,87.1,21.6,83.7,13.3
Trendon Watford,BKN,24.8,53.1,26.5,63.7,38.4,43.7,40.1,32.0,25.3,76.3,91.2,29.5,25.2,59.2,83.7,48.7
Trey Lyles,SAC,45.6,22.5,55.7,16.1,38.4,63.3,32.1,18.3,45.9,76.3,48.7,29.5,42.3,38.4,93.3,75.2
Trey Murphy III,NOP,69.3,89.6,63.2,8.9,79.7,71.3,71.2,50.4,94.9,43.3,32.4,80.7,27.7,68.3,24.0,42.1
Tristan Vukcevic,WAS,1.3,46.5,72.5,33.2,79.7,46.3,3.3,28.7,40.5,8.3,78.8,3.5,19.5,0.9,92.4,67.7
Tristan da Silva,ORL,58.4,29.3,20.0,88.0,22.4,36.0,36.9,30.4,40.0,16.0,13.3,9.5,67.5,30.7,24.0,70.1
Ty Jerome,CLE,47.7,65.5,73.3,17.6,0.8,18.1,78.0,55.5,60.0,42.1,46.7,80.7,38.4,27.2,24.0,8.5
Tyler Herro,MIA,98.1,93.3,66.9,53.9,22.4,72.4,86.9,95.2,97.1,26.3,9.9,64.0,72.0,80.3,24.0,40.5
Tyrese Haliburton,IND,92.3,83.7,72.0,66.5,79.7,41.7,100.0,96.3,94.4,28.5,9.1,92.4,65.1,84.0,24.0,16.7
Tyrese Martin,BKN,43.5,38.8,19.7,58.1,22.4,46.3,44.7,13.5,62.7,14.3,58.7,29.5,90.7,47.9,24.0,33.5
Tyrese Maxey,PHI,74.9,98.1,36.5,20.5,51.6,36.0,93.9,93.2,96.3,43.3,33.1,98.7,48.1,82.0,58.1,33.5
Tyus Jones,PHX,83.7,53.1,43.1,1.9,7.3,16.3,96.7,63.1,78.9,84.8,45.9,64.0,52.9,30.7,24.0,7.2
Vasilije Micic,PHX,18.1,24.1,0.3,18.8,0.8,12.5,62.7,81.6,40.3,96.4,99.2,9.5,31.3,30.7,66.7,29.7
Victor Wembanyama,SAS,54.4,94.7,80.8,98.0,100.0,98.1,25.6,54.4,96.0,72.3,96.0,80.7,16.8,82.0,96.3,67.7
Vít Krejčí,ATL,34.9,29.3,82.4,74.4,64.7,21.7,72.8,19.9,59.7,32.9,73.7,29.5,80.0,33.1,58.1,21.9
Walker Kessler,UTA,62.9,59.3,99.2,93.2,99.7,98.9,12.5,47.7,9.6,61.2,48.7,29.5,48.1,85.5,24.0,98.1
Wendell Carter Jr.,ORL,64.5,44.1,69.5,83.5,74.1,87.3,47.9,45.2,21.1,36.1,48.7,52.1,6.5,50.8,66.7,94.9
Yves Missi,NOP,74.4,44.1,58.4,31.1,94.9,92.4,15.7,40.5,3.5,8.3,8.0,18.4,44.1,72.4,24.0,89.3
Zaccharie Risacher,ATL,69.1,66.0,56.8,51.2,64.7,43.7,5.2,43.1,61.6,4.3,18.5,40.9,99.5,35.6,24.0,27.3
Zach Collins,CHI,27.2,20.8,91.5,82.1,64.7,61.9,42.7,14.4,20.3,79.7,98.7,18.4,40.5,19.6,66.7,83.5
Zach Edey,MEM,49.3,45.1,82.9,78.9,94.9,93.3,1.3,64.3,13.6,34.7,42.4,18.4,56.9,75.1,24.0,99.2
Zach LaVine,SAC,95.7,92.5,62.1,2.9,22.4,59.1,68.0,97.2,96.8,74.8,38.1,52.1,44.1,49.3,50.7,5.2
Zeke Nnaji,DEN,7.7,2.3,64.7,97.3,79.7,5.9,12.5,1.6,14.4,61.2,90.4,9.5,56.9,4.9,58.1,51.2
Ziaire Williams,BKN,55.2,51.2,35.7,22.5,51.6,63.3,12.5,41.1,62.1,76.3,17.1,73.9,60.3,35.6,24.0,40.5
Zion Williamson,NOP,21.6,95.7,72.8,81.3,86.3,87.3,81.5,90.8,9.3,76.3,75.1,85.7,42.3,99.5,24.0,65.7
